Team Number,Country,State,City,Postal Code,State Code,fips
1595,USA,Washington,Spokane,99208,WA,w53063
1596,USA,Michigan,Sault Sainte Marie,49783,MI,m26033
1598,USA,Virginia,Danville,24541,VA,"v51143,v51590"
1599,USA,Virginia,Mechanicsville,23116,VA,v51085
1600,USA,New York,Brooklyn,11207,NY,n36047
1601,USA,New York,Long Island City,11101,NY,n36081
1610,USA,Virginia,Franklin,23851,VA,"v51093,v51175,v51620"
1619,USA,Colorado,Longmont,80501,CO,c08013
1622,USA,California,Poway,92064,CA,c06073
1625,USA,Illinois,Winnebago,61088,IL,"i17141,i17201"
1626,USA,New Jersey,Metuchen,08840,NJ,n34023
1629,USA,Maryland,Accident,21520,MD,m24023
1633,USA,Arizona,Tempe,85281,AZ,a04013
1635,USA,New York,Elmhurst,11373,NY,n36081
1640,USA,Pennsylvania,Downingtown,19335,PA,p42029
1646,USA,Indiana,Lafayette,47905,IN,"i18015,i18157"
1647,USA,New Jersey,Vincentown,08088,NJ,n34005
1648,USA,Georgia,Atlanta,30309,GA,g13121
1649,USA,Florida,Windermere,34786,FL,f12095
1658,USA,Missouri,St. Louis,63127,MO,m29189
1660,USA,New York,New York,10039,NY,n36061
1661,USA,California,Sherman Oaks,91423,CA,c06037
1662,USA,California,Lodi,95242,CA,c06077
1665,USA,New York,Hudson,12534,NY,n36021
1671,USA,California,Clovis,93619,CA,c06019
1672,USA,New Jersey,Mahwah,07430,NJ,n34003
1675,USA,Wisconsin,Milwaukee,53207,WI,w55079
1676,USA,New Jersey,Montvale,07645,NJ,n34003
1678,USA,California,Davis,95616,CA,"c06095,c06113"
1683,USA,Georgia,Johns Creek,30097,GA,"g13117,g13121,g13135"
1684,USA,Michigan,Lapeer,48446,MI,m26087
1699,USA,Connecticut,Colchester,06415,CT,"c09007,c09011,c09013"
1700,USA,California,Palo Alto,94301,CA,c06085
1701,USA,Michigan,Detroit,48221,MI,m26163
1706,USA,Missouri,Wentzville,63385,MO,m29183
1708,USA,Pennsylvania,McKeesport,15132,PA,p42003
1710,USA,Kansas,Olathe,66061,KS,k20091
1711,USA,Michigan,Traverse City,49686,MI,m26055
1712,USA,Pennsylvania,Ardmore,19003,PA,"p42045,p42091"
1714,USA,Wisconsin,Milwaukee,53207,WI,w55079
1716,USA,Wisconsin,De Pere,54115,WI,"w55009,w55087"
1718,USA,Michigan,Armada,48005,MI,m26099
1719,USA,Maryland,Baltimore,21208,MD,"m24005,m24510"
1720,USA,Indiana,Matthews,46957,IN,i18053
1721,USA,New Hampshire,Concord,03301,NH,n33013
1723,USA,Missouri,Independence,64050,MO,m29095
1726,USA,Arizona,Sierra Vista,85635,AZ,a04003
1727,USA,Maryland,Lutherville Timonium,21093,MD,m24005
1729,USA,New Hampshire,Peterborough,03458,NH,"n33005,n33011"
1730,USA,Missouri,Lees Summit,64063,MO,m29095
1731,USA,Virginia,Warrenton,20188,VA,v51061
1732,USA,Wisconsin,Milwaukee,53208,WI,w55079
1735,USA,Massachusetts,Worcester,01606,MA,m25027
1736,USA,Illinois,Peoria,61629,IL,i17143
1739,USA,Illinois,Chicago,60615,IL,i17031
1740,USA,Connecticut,Ledyard,06339,CT,c09011
1741,USA,Indiana,Greenwood,46143,IN,i18081
1743,USA,Pennsylvania,Pittsburgh,15222,PA,p42003
1744,USA,Florida,Naples,34104,FL,f12021
1745,USA,Texas,Richardson,75080,TX,"t48085,t48113"
1746,USA,Georgia,Cumming,30040,GA,"g13057,g13117"
1747,USA,Indiana,West Lafayette,47906,IN,"i18157,i18171,i18181"
1750,USA,Oklahoma,Stillwater,74074,OK,o40119
1751,USA,New York,Port Jefferson Station,11776,NY,n36103
1756,USA,Illinois,Peoria,61605,IL,i17143
1757,USA,Massachusetts,Westwood,02090,MA,m25021
1758,USA,South Carolina,Florence,29505,SC,s45041
1759,USA,California,El Segundo,90245,CA,c06037
1761,USA,Massachusetts,Lynn,01902,MA,m25009
1763,USA,Missouri,Kansas City,64110,MO,m29095
1764,USA,Missouri,Liberty,64068,MO,m29047
1768,USA,Massachusetts,Bolton,01740,MA,m25027
1769,USA,Kansas,Kansas City,66106,KS,"k20091,k20209"
1771,USA,Georgia,Suwanee,30024,GA,"g13117,g13121,g13135"
1775,USA,Missouri,Kansas City,64108,MO,m29095
1777,USA,Kansas,Overland Park,66212,KS,k20091
1778,USA,Washington,Mountlake Terrace,98043,WA,w53061
1781,USA,Illinois,Chicago,60636,IL,i17031
1785,USA,Missouri,Blue Springs,64015,MO,m29095
1786,USA,New Hampshire,Dublin,03444,NH,n33005
1787,USA,Ohio,Pepper Pike,44124,OH,o39035
1791,USA,New Jersey,Clayton,08312,NJ,n34015
1792,USA,Wisconsin,Oak Creek,53154,WI,w55079
1793,USA,Virginia,Norfolk,23513,VA,v51710
1795,USA,Georgia,Atlanta,30315,GA,"g13089,g13121"
1796,USA,New York,Queens,11101,NY,n36081
1799,USA,Colorado,Littleton,80127,CO,"c08031,c08059"
1802,USA,Kansas,Kansas City,66109,KS,"k20103,k20209"
1803,USA,New York,Port Washington,11050,NY,n36059
1806,USA,Missouri,Smithville,64089,MO,"m29047,m29049,m29165"
1807,USA,New Jersey,Allentown,08501,NJ,"n34005,n34021,n34025"
1810,USA,Kansas,Shawnee,66226,KS,k20091
1811,USA,New Jersey,Newark,07105,NJ,n34013
1816,USA,Minnesota,Edina,55439,MN,m27053
1817,USA,Texas,Lubbock,79409,TX,t48303
1818,USA,Louisiana,Shreveport,71118,LA,l22017
1825,USA,Missouri,Kansas City,64145,MO,m29095
1827,USA,Missouri,Kansas City,64131,MO,"m29047,m29095"
1828,USA,Arizona,Vail,85641,AZ,a04019
1831,USA,New Hampshire,Gilford,03249,NH,n33001
1836,USA,California,Los Angeles,90049,CA,c06037
1847,USA,Kansas,Kansas City,66102,KS,k20209
1868,USA,California,Mountain View,94035,CA,c06085
1880,USA,New York,New York,10029,NY,n36061
1885,USA,Virginia,Haymarket,20169,VA,"v51061,v51153"
1891,USA,Idaho,Boise,83709,ID,i16001
1895,USA,Virginia,Manassas,20110,VA,"v51153,v51683,v51685"
1899,USA,Washington,Bellevue,98008,WA,w53033
1902,USA,Florida,Orlando,32812,FL,f12095
1908,USA,Virginia,Eastville,23347,VA,v51131
1912,USA,Louisiana,Slidell,70461,LA,l22103
1915,USA,District of Columbia,Washington,20002,DC,d11001
1918,USA,Michigan,Fremont,49412,MI,"m26121,m26123,m26127"
1922,USA,New Hampshire,Contoocook,03229,NH,n33013
1923,USA,New Jersey,Plainsboro,08536,NJ,n34023
1927,USA,Mississippi,Biloxi,39532,MS,"m28047,m28059"
1939,USA,Missouri,Kansas City,64114,MO,"m29047,m29095"
1940,USA,Michigan,Benton Harbor,49022,MI,"m26021,m26159"
1965,USA,Massachusetts,Allston,02134,MA,"m25021,m25025"
1967,USA,California,San Jose,95112,CA,c06085
1972,USA,California,El Centro,92243,CA,c06025
1977,USA,Colorado,Loveland,80538,CO,c08069
1982,USA,Kansas,Shawnee,66216,KS,"k20091,k20209"
1983,USA,Washington,Seattle,98108,WA,w53033
1984,USA,Kansas,Overland Park,66207,KS,k20091
1985,USA,Missouri,Florissant,63031,MO,m29189
1986,USA,Missouri,Lees Summit,64082,MO,"m29037,m29095"
1987,USA,Missouri,Lees Summit,64086,MO,m29095
1989,USA,New Jersey,Vernon,07462,NJ,n34037
1991,USA,Connecticut,Hartford,06112,CT,c09003
1994,USA,Kansas,Kansas City,66104,KS,k20209
1997,USA,Kansas,Roeland Park,66205,KS,k20091
2001,USA,Missouri,Kansas City,64134,MO,m29095
2010,USA,Ohio,Warren,44483,OH,o39155
2016,USA,New Jersey,Ewing,08618,NJ,n34021
2022,USA,Illinois,Aurora,60506,IL,"i17089,i17093"
2027,USA,New York,Old Westbury,11568,NY,n36059
2028,USA,Virginia,Hampton,23663,VA,v51650
2035,USA,California,Carmel,93922,CA,c06053
2036,USA,Colorado,Boulder,80305,CO,c08013
2039,USA,Illinois,Machesney Park,61115,IL,i17201
2040,USA,Illinois,Dunlap,61525,IL,i17143
2046,USA,Washington,Maple Valley,98038,WA,w53033
2048,USA,Michigan,Detroit,48202,MI,m26163
2051,USA,Pennsylvania,Allison Park,15101,PA,p42003
2052,USA,Minnesota,New Brighton,55112,MN,"m27003,m27123"
2053,USA,New York,Endicott,13760,NY,"n36007,n36107"
2054,USA,Michigan,Hopkins,49328,MI,m26005
2059,USA,North Carolina,Apex,27502,NC,"n37037,n37183"
2062,USA,Wisconsin,Waukesha,53186,WI,w55133
2064,USA,Connecticut,Southbury / Middlebury,06488,CT,c09009
2067,USA,Connecticut,Guilford,06437,CT,c09009
2068,USA,Virginia,Manassas,20111,VA,"v51153,v51685"
2070,USA,New Jersey,Ridgefield,07657,NJ,n34003
2073,USA,California,Elk Grove,95624,CA,c06067
2075,USA,Michigan,Grand Rapids,49504,MI,m26081
2077,USA,Wisconsin,Wales,53183,WI,w55133
2078,USA,Louisiana,Covington,70433,LA,l22103
2079,USA,Massachusetts,Franklin,02038,MA,m25021
2080,USA,Louisiana,Hammond,70401,LA,l22105
2081,USA,Illinois,Peoria,61614,IL,i17143
2083,USA,Colorado,Conifer,80433,CO,"c08035,c08059"
2084,USA,Massachusetts,Manchester,01944,MA,m25009
2085,USA,California,Vacaville,95688,CA,c06095
2090,USA,Hawaii,Honolulu,96822,HI,h15003
2095,USA,Pennsylvania,Newtown Square,19073,PA,"p42029,p42045"
2097,USA,Washington,Tukwila,98108,WA,w53033
2102,USA,California,Encinitas,92024,CA,c06073
2106,USA,Virginia,Goochland,23063,VA,v51075
2122,USA,Idaho,Boise,83709,ID,i16001
2129,USA,Minnesota,Minneapolis,55410,MN,m27053
2130,USA,Idaho,Bonners Ferry,83805,ID,i16021
2135,USA,California,San Jose,95125,CA,c06085
2136,USA,Illinois,Chicago,60623,IL,i17031
2137,USA,Michigan,Oxford,48371,MI,"m26087,m26125"
2141,USA,California,Concord,94518,CA,c06013
2143,USA,Wisconsin,Eau Claire,54701,WI,"w55033,w55035"
2144,USA,California,Atherton,94027,CA,c06081
2145,USA,Michigan,Linden,48451,MI,"m26049,m26093"
2147,USA,Washington,Spokane,99212,WA,w53063
2148,USA,Washington,Spokane,99216,WA,w53063
2151,USA,Illinois,Forest Park,60130,IL,i17031
2152,USA,Florida,Volusia County,32127,FL,f12127
2158,USA,Texas,Austin,78759,TX,"t48453,t48491"
2161,USA,New York,Huntington Station,11746,NY,n36103
2164,USA,Missouri,Harrisonville,64701,MO,m29037
2165,USA,Oklahoma,Bartlesville,74006,OK,"o40105,o40147"
2168,USA,Connecticut,Groton,06340,CT,c09011
2169,USA,Minnesota,Savage,55378,MN,m27139
2170,USA,Connecticut,Glastonbury,06033,CT,"c09003,c09013"
2171,USA,Indiana,Crown Point,46307,IN,"i18089,i18127"
2172,USA,Ohio,Lakewood,44107,OH,o39035
2175,USA,Minnesota,Saint Paul,55125,MN,"m27123,m27163"
2177,USA,Minnesota,Mendota Heights,55120,MN,m27037
2180,USA,New Jersey,Hamilton,08690,NJ,n34021
2181,USA,Minnesota,Blaine,55434,MN,m27003
2183,USA,Louisiana,Boutte,70039,LA,l22089
2186,USA,Virginia,Chantilly,20151,VA,"v51059,v51107"
2187,USA,South Carolina,Conway,29526,SC,s45051
2190,USA,Mississippi,Petal,39465,MS,"m28035,m28067,m28111"
2191,USA,New Jersey,Hamilton,08619,NJ,n34021
2194,USA,Wisconsin,Fond du Lac,54935,WI,w55039
2197,USA,Indiana,New Carlisle,46552,IN,"i18091,i18141"
2199,USA,Maryland,Finksburg,21048,MD,m24013
2202,USA,Wisconsin,Brookfield,53005,WI,w55133
2204,USA,California,Hayward,94545,CA,c06001
2207,USA,Minnesota,White Bear Lake,55110,MN,"m27003,m27123,m27163"
2220,USA,Minnesota,Eagan,55123-1575,MN,m27037
2221,USA,Louisiana,Mandeville,70471,LA,l22103
2224,USA,Michigan,Detroit,48235,MI,m26163
2225,USA,Minnesota,Brooklyn Park,55303,MN,m27003
2227,USA,Minnesota,Fridley,55432,MN,"m27003,m27123"
2228,USA,New York,Honeoye Falls,14472,NY,"n36051,n36055,n36069"
2232,USA,Minnesota,Anoka,55303,MN,m27003
2234,USA,Pennsylvania,Newtown Square,19073,PA,"p42029,p42045"
2239,USA,Minnesota,Hopkins,55305,MN,m27053
2240,USA,Colorado,Denver,80238,CO,"c08001,c08031"
2246,USA,Michigan,Johannesburg,49751,MI,"m26119,m26137"
2252,USA,Ohio,Milan,44846,OH,"o39043,o39077"
2259,USA,Colorado,Denver,80211,CO,c08031
2261,USA,Colorado,Longmont,80501,CO,c08013
2262,USA,Massachusetts,Holliston,01746,MA,m25017
2264,USA,Minnesota,Plymouth,55446,MN,m27053
2265,USA,New York,Bronx,10468,NY,n36005
2333,USA,Oklahoma,Sapulpa,74066,OK,"o40037,o40143"
2335,USA,Kansas,Prairie Village,66208,KS,k20091
2337,USA,Michigan,Grand Blanc,48439,MI,"m26049,m26125"
2338,USA,Illinois,Oswego,60543,IL,"i17089,i17093,i17197"
2339,USA,California,Lancaster,93535,CA,c06037
2340,USA,New York,Rochester,14610,NY,n36055
2341,USA,Oklahoma,Shawnee,74804,OK,"o40125,o40133"
2342,USA,New Hampshire,Nashua,03064,NH,n33011
2344,USA,New York,Yonkers,10701,NY,n36119
2345,USA,Missouri,Kearney,64060,MO,m29047
2347,USA,New York,Copiague,11726,NY,n36103
2352,USA,Oklahoma,Ada,74820,OK,"o40069,o40123"
2353,USA,Missouri,Kansas City,64112,MO,m29095
2357,USA,Missouri,Peculiar,64078,MO,m29037
2358,USA,Illinois,Lake Zurich,60047,IL,i17097
2359,USA,Oklahoma,Edmond,73013,OK,o40109
2363,USA,Virginia,Newport News,23602,VA,"v51199,v51700"
2367,USA,California,Mountain View,94040,CA,c06085
2370,USA,Vermont,Rutland,05701,VT,v50021
2373,USA,Oklahoma,Fort Cobb,73038,OK,o40015
2374,USA,Oregon,Portland,97225,OR,"o41051,o41067"
2375,USA,Arizona,Phoenix,85004,AZ,a04013
2377,USA,Maryland,Pasadena,21122,MD,m24003
2383,USA,Florida,Fort Lauderdale,33325,FL,f12011
2393,USA,Tennessee,Knoxville,37923,TN,t47093
2395,USA,Oklahoma,Oklahoma City,73162,OK,o40109
2398,USA,Oklahoma,Tahlequah,74465,OK,o40021
2399,USA,Ohio,Shaker Heights,44122,OH,o39035
2403,USA,Arizona,Mesa,85215,AZ,a04013
2404,USA,California,Altadena,91001,CA,c06037
2405,USA,Michigan,Fruitport,49415,MI,"m26121,m26139"
2408,USA,Missouri,Hazelwood,63042,MO,m29189
2410,USA,Kansas,Overland Park,66223,KS,k20091
2411,USA,Oregon,Portland,97211,OR,o41051
2412,USA,Washington,Bellevue,98005,WA,w53033
2415,USA,Georgia,Atlanta,30327,GA,g13121
2421,USA,Virginia,Burke,22015,VA,v51059
2423,USA,Massachusetts,Watertown,02472,MA,m25017
2424,USA,Oklahoma,Bixby,74008,OK,"o40143,o40145"
2425,USA,Florida,Tampa,33603,FL,f12057
2429,USA,California,La Canada Flintridge,91011,CA,c06037
2437,USA,Hawaii,Honolulu,96816,HI,h15003
2438,USA,Hawaii,Honolulu,96826,HI,h15003
2439,USA,Hawaii,Wailuku,96793,HI,h15009
2441,USA,Hawaii,Honolulu,96822,HI,h15003
2443,USA,Hawaii,Kahului,96732,HI,h15009
2444,USA,Hawaii,Honolulu,96817,HI,h15003
2445,USA,Hawaii,Kapolei,96707,HI,h15003
2449,USA,Arizona,Chandler,85248,AZ,"a04013,a04021"
2450,USA,Minnesota,St. Paul,55116,MN,m27123
2451,USA,Illinois,Saint Charles,60174,IL,"i17043,i17089"
2457,USA,Missouri,Lawson,64062,MO,"m29025,m29047,m29049,m29177"
2458,USA,New Jersey,Gladstone,07934,NJ,"n34027,n34035"
2461,USA,Oklahoma,Oklahoma City,73109,OK,o40109
2465,USA,Hawaii,Lihue,96766,HI,h15007
2468,USA,Texas,Austin,78746,TX,t48453
2470,USA,Minnesota,Bloomington,55437,MN,m27053
2471,USA,Washington,Camas,98607,WA,w53011
2472,USA,Minnesota,Circle Pines,55014,MN,m27003
2473,USA,California,Cupertino,95014,CA,c06085
2474,USA,Michigan,Niles,49120,MI,"m26021,m26027"
2477,USA,Hawaii,Waipahu,96797,HI,h15003
2478,USA,Arizona,Mesa,85201,AZ,a04013
2480,USA,Minnesota,Minneapolis,55406,MN,m27053
2481,USA,Illinois,Tremont,61568,IL,i17179
2485,USA,California,San Diego,92111,CA,c06073
2486,USA,Arizona,Flagstaff,86004,AZ,a04005
2487,USA,New York,West Sayville,11769,NY,n36103
2489,USA,California,Fremont,94539,CA,c06001
2491,USA,Minnesota,Saint Paul,55108,MN,m27123
2493,USA,California,Riverside,92504,CA,c06065
2495,USA,New Jersey,Hamilton,08691,NJ,"n34021,n34025"
2496,USA,California,Irvine,92602,CA,c06059
2498,USA,Minnesota,Minneapolis,55403,MN,m27053
2499,USA,Minnesota,Hibbing,55746,MN,"m27061,m27137"
2500,USA,Minnesota,Minneapolis,55412,MN,m27053
2501,USA,Minnesota,North St. Paul,55109,MN,"m27037,m27123,m27163"
2502,USA,Minnesota,Eden Prairie,55346,MN,m27053
2503,USA,Minnesota,Brainerd,56401,MN,"m27021,m27035"
2504,USA,Hawaii,Honolulu,96817,HI,h15003
2506,USA,Wisconsin,Franklin,53132,WI,"w55079,w55133"
2508,USA,Minnesota,Stillwater,55082,MN,m27163
2509,USA,Minnesota,Hutchinson ,55350,MN,"m27085,m27093,m27129"
2511,USA,Minnesota,Lakeville,55044,MN,"m27037,m27139"
2512,USA,Minnesota,Duluth,55804,MN,m27137
2513,USA,Minnesota,Minneapolis,55418,MN,"m27053,m27123"
2515,USA,Minnesota,Marshall,56258,MN,"m27083,m27127"
2518,USA,Minnesota,Inver Grove Heights,55076,MN,m27037
2521,USA,Oregon,Eugene,97405,OR,o41039
2522,USA,Washington,Bothell,98012,WA,w53061
2523,USA,Vermont,Saint Johnsbury,05819,VT,"v50005,v50009"
2525,USA,Minnesota,Plymouth,55441,MN,m27053
2526,USA,Minnesota,Osseo,55369,MN,m27053
2529,USA,Minnesota,Saint Paul,55107,MN,"m27053,m27123"
2530,USA,Minnesota,Rochester,55906,MN,"m27109,m27157"
2531,USA,Minnesota,Chaska,55318,MN,m27019
2532,USA,Minnesota,Forest Lake,55025,MN,"m27003,m27025,m27163"
2534,USA,Maryland,Baltimore ,21210,MD,"m24005,m24510"
2537,USA,Maryland,Columbia,21044,MD,m24027
2538,USA,Minnesota,Morris,56267,MN,m27149
2539,USA,Pennsylvania,Palmyra,17078,PA,"p42043,p42075"
2543,USA,California,Chula Vista,91915,CA,c06073
2544,USA,Pennsylvania,Harborcreek,16421,PA,p42049
2549,USA,Minnesota,Minneapolis,55419,MN,m27053
2550,USA,Oregon,Oregon City,97045,OR,o41005
2551,USA,California,Novato,94945,CA,"c06041,c06097"
2554,USA,New Jersey,Edison,08820,NJ,"n34023,n34039"
2556,USA,Florida,Niceville,32578,FL,"f12091,f12131"
2557,USA,Washington,Tacoma,98408,WA,w53053
2559,USA,Pennsylvania,Harrisburg,17109,PA,p42043
2560,USA,Missouri,Grandview,64030,MO,m29095
2574,USA,Minnesota,St. Anthony,55418,MN,"m27053,m27123"
2577,USA,New Jersey,Basking Ridge,07920,NJ,"n34027,n34035"
2579,USA,New York,Astoria,11106,NY,n36081
2582,USA,Texas,Lufkin,75901,TX,t48005
2583,USA,Texas,Austin,78750,TX,"t48453,t48491"
2584,USA,California,Calabasas,91302,CA,c06037
2585,USA,Texas,Bellaire,77401,TX,t48201
2586,USA,Michigan,Calumet,49913,MI,"m26061,m26083"
2587,USA,Texas,Houston,77098,TX,t48201
2590,USA,New Jersey,Robbinsville,08691,NJ,"n34021,n34025"
2591,USA,Michigan,Detroit,48215,MI,m26163
2594,USA,Idaho,Nampa,83687,ID,"i16001,i16027"
2600,USA,New Jersey,Oak Ridge,07438,NJ,"n34027,n34031"
2601,USA,New York,Flushing,11367,NY,n36081
2603,USA,Ohio,Medina,44256,OH,"o39093,o39103,o39153"
2604,USA,Michigan,Capac,48014,MI,"m26087,m26147"
2605,USA,Washington,Bellingham,98225,WA,w53073
2606,USA,Minnesota,Rosemount,55068,MN,m27037
2607,USA,Pennsylvania,Warminster ,18974,PA,"p42017,p42091"
2611,USA,Michigan,Jackson,49201,MI,m26075
2612,USA,Michigan,Waterford,48328,MI,m26125
2613,USA,Texas,Van Horn,79855,TX,t48109
2614,USA,West Virginia,Morgantown,26506,WV,w54061
2619,USA,Michigan,Midland,48640,MI,m26111
2620,USA,Michigan,Southgate,48195,MI,m26163
2632,USA,Ohio,Amherst,44001,OH,o39093
2635,USA,Oregon,Lake Oswego,97034,OR,"o41005,o41051"
2637,USA,California,Rolling Hills Estates,90274,CA,c06037
2638,USA,New York,Great Neck,11020,NY,"n36059,n36081"
2640,USA,North Carolina,Wentworth,27375,NC,n37157
2641,USA,Pennsylvania,Pittsburgh,15213,PA,p42003
2642,USA,North Carolina,Greenville,27834,NC,"n37013,n37065,n37147"
2643,USA,California,San Jose,95123,CA,c06085
2647,USA,Arizona,Phoenix,85014,AZ,a04013
2648,USA,Maine,Oakland,04963,ME,m23011
2654,USA,Minnesota,Roseau,56751,MN,m27135
2655,USA,North Carolina,Greensboro,27409,NC,n37081
2656,USA,Pennsylvania,Monroeville,15146,PA,"p42003,p42129"
2657,USA,New Mexico,Deming,88030,NM,n35029
2658,USA,California,San Diego,92128,CA,c06073
2659,USA,California,Mission Hills,91345,CA,c06037
2662,USA,Arizona,Tolleson,85353,AZ,a04013
2667,USA,Minnesota,Apple Valley,55124,MN,m27037
2673,USA,Michigan,Detroit,48201,MI,m26163
2676,USA,Michigan,Ecorse,48229,MI,m26163
2682,USA,North Carolina,Farmville,27828,NC,"n37079,n37147"
2687,USA,Texas,Austin,78746,TX,t48453
2704,USA,Illinois,Downers Grove,60515,IL,i17043
2707,USA,Missouri,Saint Louis,63133,MO,"m29189,m29510"
2709,USA,Illinois,Chicago,60653,IL,i17031
2710,USA,California,Rancho Palos Verdes,90275,CA,c06037
2712,USA,Connecticut,Woodbury,06798,CT,c09005
2713,USA,Massachusetts,Melrose,02176,MA,m25017
2714,USA,Texas,Dallas,75006,TX,t48113
2721,USA,Texas,Lasara,78561,TX,t48489
2723,USA,Oklahoma,Oklahoma City,73109,OK,o40109
2725,USA,Illinois,Chicago,60612,IL,i17031
2729,USA,New Jersey,Marlton,08053,NJ,n34005
2733,USA,Oregon,Portland,97202,OR,"o41005,o41051"
2765,USA,Oklahoma,Norman,73071,OK,o40027
2767,USA,Michigan,Kalamazoo,49009,MI,"m26077,m26159"
2771,USA,Michigan,Grandville,49418,MI,"m26081,m26139"
2773,USA,Oklahoma,Edmond,73013,OK,o40109
2783,USA,Kentucky,La Grange,40031,KY,"k21103,k21185"
2785,USA,Connecticut,Kent,06757,CT,c09005
2789,USA,Texas,Manor,78653,TX,"t48021,t48453"
2791,USA,New York,Latham,12110,NY,n36001
2795,USA,Oklahoma,Broken Arrow,74011,OK,o40143
2797,USA,Florida,Clermont,34711,FL,f12069
2805,USA,Texas,Waxahachie,75165,TX,t48139
2811,USA,Washington,Vancouver,98685,WA,w53011
2813,USA,California,Saratoga,95070,CA,c06085
2815,USA,South Carolina,Columbia,29205,SC,s45079
2819,USA,Maryland,Oxon Hill,20745,MD,m24033
2823,USA,Minnesota,Saint Paul,55116,MN,m27123
2825,USA,Minnesota,Saint Paul,55127,MN,m27123
2826,USA,Wisconsin,Oshkosh,54901,WI,w55139
2827,USA,California,Coronado,92118,CA,c06073
2830,USA,Wisconsin,Milwaukee,53211,WI,w55079
2832,USA,Michigan,Livonia,48154,MI,m26163
2834,USA,Michigan,Bloomfield Hills,48302,MI,m26125
2836,USA,Connecticut,Woodbury,06798,CT,c09005
2839,USA,California,Escondido,92027,CA,c06073
2840,USA,Arizona,Paradise Valley,85253,AZ,a04013
2844,USA,Arizona,Laveen,85339,AZ,a04013
2846,USA,Minnesota,Saint Paul,55113,MN,"m27053,m27123"
2847,USA,Minnesota,Fairmont,56031,MN,m27091
2848,USA,Texas,Dallas,75244,TX,t48113
2849,USA,Maryland,Columbia,21046,MD,m24027
2851,USA,Michigan,Sterling Heights,48314,MI,m26099
2853,USA,Hawaii,Mililani,96789,HI,h15003
2854,USA,California,San Jose,95148,CA,c06085
2855,USA,Minnesota,Saint Paul,55117,MN,m27123
2856,USA,Kentucky,Lexington,40513,KY,"k21067,k21239"
2861,USA,Minnesota,Lake City,55041,MN,"m27049,m27157"
2867,USA,Indiana,Elkhart,46516,IN,i18039
2869,USA,New York,Bethpage,11714,NY,n36059
2872,USA,New York,Old Westbury,11568,NY,n36059
2875,USA,New York,Cold Spring Harbor,11724,NY,"n36059,n36103"
2876,USA,Massachusetts,Burlington,01803,MA,m25017
2877,USA,Massachusetts,Newton,02459,MA,m25017
2879,USA,Minnesota,Saint Louis Park,55426,MN,m27053
2881,USA,Texas,Austin,78753,TX,t48453
2882,USA,Texas,Katy,77449,TX,t48201
2883,USA,Minnesota,Warroad,56763,MN,m27135
2890,USA,Virginia,Chesapeake,23322,VA,"v51550,v51810"
2895,USA,New York,Far Rockaway,11691,NY,n36081
2896,USA,Hawaii,Honolulu,96817,HI,h15003
2898,USA,Oregon,Beaverton,97006,OR,o41067
2900,USA,District of Columbia,Washington,20037,DC,d11001
2903,USA,Washington,Arlington,98223,WA,w53061
2906,USA,Washington,Spanaway,98387,WA,w53053
2907,USA,Washington,Auburn,98092,WA,"w53033,w53053"
2909,USA,Indiana,Rochester,46975,IN,"i18049,i18085,i18099,i18103"
2910,USA,Washington,Mill Creek,98082,WA,w53061
2912,USA,District of Columbia,Washington,20002,DC,d11001
2914,USA,District of Columbia,Washington,20016,DC,d11001
2915,USA,Oregon,Portland,97219,OR,"o41005,o41051,o41067"
2926,USA,Washington,Wapato,98951,WA,w53077
2927,USA,Washington,Graham,98338,WA,w53053
2928,USA,Washington,Seattle,98117,WA,w53033
2929,USA,Washington,Puyallup,98374,WA,w53053
2930,USA,Washington,Snohomish,98296,WA,w53061
2944,USA,Washington,Spokane,99204,WA,w53063
2945,USA,Colorado,Manitou Springs,80829,CO,c08041
2950,USA,Texas,Waco,76710,TX,t48309
2957,USA,Minnesota,Alden,56009,MN,"m27043,m27047"
2959,USA,Michigan,Coloma,49038,MI,"m26021,m26159"
2960,USA,Michigan,Birmingham,48009,MI,m26125
2961,USA,District of Columbia,Washington,20001,DC,d11001
2966,USA,Texas,Pharr,78577,TX,t48215
2969,USA,Texas,San Antonio,78220,TX,t48029
2972,USA,Colorado,Lafayette,80026,CO,c08013
2973,USA,Alabama,Madison,35758,AL,a01089
2974,USA,Georgia,Marietta,30062,GA,g13067
2976,USA,Washington,Sammamish,98075,WA,w53033
2977,USA,Minnesota,La Crescent,55947,MN,"m27055,m27169"
2978,USA,Missouri,Saint Louis,63109,MO,m29510
2980,USA,Washington,Oak Harbor,98277,WA,w53029
2984,USA,California,La Jolla,92037,CA,c06073
2986,USA,Oklahoma,Oklahoma City,73107,OK,o40109
2987,USA,Minnesota,Farmington,55024,MN,m27037
2988,USA,Virginia,Berryville,22611,VA,v51043
2989,USA,Minnesota,Richfield,55423,MN,m27053
2990,USA,Oregon,Turner,97392,OR,o41047
2992,USA,Louisiana,Mandeville,70471,LA,l22103
2993,USA,Utah,Logan,84341,UT,u49005
2996,USA,Colorado,Colorado Springs,80904,CO,c08041
2998,USA,Virginia,Richmond,23230,VA,"v51087,v51760"
3003,USA,New York,Canandaigua,14424,NY,"n36069,n36123"
3004,USA,New York,Bronx,10463,NY,"n36005,n36061"
3005,USA,Texas,Dallas,75231,TX,t48113
3006,USA,Utah,Salt Lake City,84103,UT,u49035
